   Compiling codescout v0.15.0 (/home/marius/work/claude/codescout)
test librarian::catalog::audit::host::tests::the_display_form_and_the_joined_path_agree ... ok
test librarian::catalog::audit::host::tests::two_mints_of_the_same_name_get_different_ids ... ok
test legibility::tests::un_mappable_files_flags_overview_over_budget_not_line_count ... ok
test librarian::adapter::tests::doctor_results_route_away_from_librarian_so_fix_modes_stay_in_the_schema ... ok
test librarian::catalog::audit::shard::tests::a_directory_with_both_a_self_and_a_foreign_shard_opens_only_the_foreign_one ... ok
test librarian::catalog::audit::shard::tests::a_foreign_hosts_rows_are_read_back ... ok
test librarian::catalog::audit::shard::tests::a_line_claiming_self_host_inside_a_foreign_named_file_is_still_excluded ... ok
test librarian::catalog::audit::shard::tests::a_line_missing_defaulted_fields_still_parses_not_malformed ... ok
test librarian::catalog::audit::shard::tests::a_missing_audit_directory_is_an_empty_read_not_an_error ... ok
test librarian::catalog::audit::shard::tests::a_malformed_line_is_counted_not_silently_dropped ... ok
test librarian::catalog::audit::shard::tests::a_since_window_skips_whole_files_by_name ... ok
test librarian::catalog::audit::shard::tests::an_unreadable_shard_file_is_counted_not_silently_skipped ... ok
test librarian::catalog::audit::shard::tests::a_straddling_month_is_opened_and_filtered_per_line ... ok
test librarian::catalog::audit::shard::tests::an_until_bound_before_every_file_skips_them_all ... ok
test librarian::catalog::audit::shard::tests::a_stray_non_shard_file_is_ignored_and_not_counted_malformed ... ok
test librarian::catalog::audit::shard::tests::coverage_reports_the_min_and_max_seq_actually_present ... ok
test librarian::catalog::audit::shard::tests::duplicate_host_seq_pairs_collapse_to_one_row ... ok
test legibility::tests::index_lane_finds_over_budget_body_in_real_file ... ok
test agent::tests::activate_populates_head_sha ... ok
test librarian::augmentation_sidecar::tests::every_committed_sidecar_parses_and_carries_no_params ... ok
test agent::write_guard::tests::a_contended_acquire_names_the_holder_not_merely_that_someone_holds_it ... ok
test agent::write_guard::tests::acquire_times_out_on_cross_process_contention ... ok
test agent::write_guard::tests::a_cleared_holder_record_reports_a_lost_race_not_an_old_binary ... ok
test librarian::catalog::audit::shard::tests::gitattributes_union_declaration_matches_are_tolerant_but_specific ... ok
test librarian::catalog::audit::shard::tests::filters_apply_to_shard_rows_the_same_way_they_apply_locally ... ok
test agent::write_guard::tests::an_absent_holder_record_still_reports_a_missing_writer ... ok
test librarian::catalog::audit::shard::tests::matches_filters_by_tbl_actor_op_and_until_not_just_row_id_and_since ... ok
test librarian::catalog::audit::shard::tests::our_own_hosts_shard_is_not_read_back ... ok
test librarian::catalog::audit::shard::tests::two_different_hosts_sharing_the_same_seq_are_both_kept ... ok
test agent::write_guard::tests::the_refusal_reports_elapsed_hold_and_promises_no_deadline ... ok
test agent::tests::memory_embedder_is_built_from_the_shared_code_embedder ... ok
test legibility::tests::recorder_lane_aggregates_friction_and_filters_by_project_root ... ok
test legibility::tests::scan_end_to_end_ranks_a_real_over_budget_body ... ok
test librarian::catalog::audit::host::tests::the_host_id_is_resolved_once_and_then_persisted ... ok
test librarian::catalog::artifact::tests::get_surfaces_malformed_tags_json ... ok
test librarian::adapter::tests::derive_ctx_carries_the_callers_progress_reporter_across_the_boundary ... ok
test cli::doc_augment::tests::cli_path_stamps_the_same_audit_verb_as_the_mcp_path ... ok
test librarian::catalog::audit::host::tests::a_transported_catalog_is_re_minted_and_names_what_it_replaced ... ok
test librarian::adapter::tests::selector_key_projects_tool_and_action ... ok
test librarian::adapter::tests::doc_mutation_is_blocked_when_worktrees_exist_and_not_activated ... ok
test librarian::adapter::tests::doc_read_is_not_blocked_by_worktree_guard ... ok
test librarian::adapter::tests::derive_ctx_main_root_none_for_plain_repo ... ok
test librarian::catalog::audit::shard::tests::a_backslash_path_survives_the_delete_payload_round_trip ... ok
test librarian::catalog::audit::host::tests::a_blank_stored_id_mints_without_claiming_a_predecessor ... ok
test librarian::adapter::tests::non_overflowing_tracker_path_still_gets_tracker_conventions ... ok
test librarian::catalog::audit::host::tests::an_id_minted_here_is_returned_unchanged_and_records_no_previous ... ok
test librarian::adapter::tests::sync_frontmatter_never_creates_a_row_for_an_uncatalogued_file ... ok
test librarian::adapter::tests::librarian_status_is_a_read_or_it_cannot_observe_a_running_reindex ... ok
test librarian::adapter::tests::overflow_wins_the_guide_slot_even_on_a_tracker_path ... ok
test librarian::adapter::tests::derive_ctx_populates_main_root_for_linked_worktree ... ok
test librarian::adapter::tests::derive_ctx_resolves_umbrella_via_main_root ... ok
test librarian::catalog::audit::shard::tests::rows_from_different_months_land_in_different_files ... ok
test librarian::catalog::audit::shard::tests::commits_rows_are_never_exported ... ok
test librarian::catalog::audit::shard::tests::delete_row_is_attributed_from_its_payload_not_a_live_join ... ok
test librarian::catalog::audit::shard::tests::worktree_registration_insert_is_attributed_via_its_own_root ... ok
test librarian::catalog::artifact::tests::delete_orphan_repos_empty_scope_is_noop ... ok
test librarian::catalog::audit::shard::tests::a_repeat_export_with_the_row_still_unattributed_does_not_regrow_the_file ... ok
test librarian::catalog::audit::shard::tests::a_second_export_with_no_new_rows_writes_nothing ... ok
test librarian::catalog::audit::shard::tests::a_failed_append_never_advances_the_watermark ... ok
test librarian::catalog::audit::shard::tests::entry_cite_row_referencing_a_still_null_slug_is_unattributed ... ok
test librarian::catalog::artifact::tests::upsert_and_get_roundtrip ... ok
test librarian::catalog::artifact::tests::delete_orphan_repos_empty_active_is_noop ... ok
test librarian::catalog::audit::shard::tests::events_insert_is_attributed_via_its_artifact_id ... ok
test librarian::artifact_store::backend_tests::the_sqlite_store_writes_a_chunk_id_into_v2_and_never_into_v1 ... ok
test librarian::catalog::audit::shard::tests::unexported_count_matches_what_the_next_export_would_write ... ok
test librarian::catalog::artifact::tests::ensure_slug_leaves_a_short_title_completely_alone ... ok
test librarian::catalog::audit::shard::tests::export_writes_rows_past_the_watermark_and_advances_it ... ok
test librarian::catalog::artifact::tests::delete_removes_row ... ok
test librarian::catalog::audit::shard::tests::entry_cite_insert_is_attributed_via_its_src_slug ... ok
test librarian::catalog::audit::shard::tests::sibling_directory_sharing_a_string_prefix_is_not_treated_as_the_same_repo ... ok
test librarian::catalog::augmentation::tests::an_index_row_without_a_heading_is_claimed_but_not_defined ... ok
test librarian::catalog::audit::shard::tests::a_semantic_update_that_also_touches_mtime_is_still_exported ... ok
test librarian::catalog::audit::shard::tests::artifact_augmentation_insert_is_attributed_via_its_artifact_id ... ok
test librarian::catalog::audit::shard::tests::reindex_churn_updates_are_never_exported ... ok
test librarian::catalog::audit::shard::tests::a_crash_between_append_and_watermark_duplicates_rather_than_loses ... ok
test librarian::catalog::audit::shard::tests::artifact_link_insert_is_attributed_via_its_src_id ... ok
test librarian::catalog::audit::shard::tests::export_scoped_to_one_repo_excludes_another_repos_rows ... ok
test librarian::adapter::tests::doc_mutation_allowed_after_explicit_activate ... ok
test librarian::catalog::artifact::tests::upsert_updates_on_conflict ... ok
test librarian::catalog::audit::shard::tests::unattributed_row_is_counted_not_exported_and_stays_recoverable ... ok
test librarian::adapter::tests::sync_frontmatter_preserves_row_fields_the_file_does_not_mention ... ok
test librarian::adapter::tests::sync_frontmatter_writes_the_files_status_onto_its_catalog_row ... ok
test librarian::catalog::audit::shard::tests::watermarks_are_independent_per_repo ... ok
test librarian::catalog::audit::tests::a_blob_value_does_not_abort_the_writer ... ok
test librarian::catalog::audit::shard::tests::a_failure_during_cursor_persistence_strands_no_partial_state ... ok
test librarian::catalog::augmentation::tests::body_claimed_indices_ignores_prose_mentions ... ok
test librarian::catalog::augmentation::tests::body_claimed_indices_is_empty_when_body_claims_nothing ... ok
test librarian::catalog::augmentation::tests::body_claimed_indices_reads_headings_and_index_rows ... ok
test librarian::catalog::augmentation::tests::body_claimed_indices_respects_prefix_boundaries ... ok
test librarian::catalog::artifact::tests::upsert_and_mint_slug_mints_where_bare_upsert_does_not ... ok
test librarian::catalog::augmentation::tests::body_defined_indices_is_empty_when_the_body_defines_nothing ... ok
test librarian::catalog::augmentation::tests::body_entry_heading_level_is_none_when_nothing_is_headed ... ok
test librarian::catalog::augmentation::tests::body_entry_heading_level_reads_the_level_the_siblings_use ... ok
test librarian::catalog::augmentation::tests::body_entry_heading_level_respects_prefix_boundaries ... ok
test librarian::catalog::augmentation::tests::body_entry_heading_level_takes_the_mode_not_the_first_or_the_max ... ok
test librarian::catalog::augmentation::tests::body_snapshot_row_indices_is_empty_for_a_headings_only_body ... ok
test librarian::catalog::augmentation::tests::both_entry_prefix_readers_agree_on_every_yaml_form ... ok
test librarian::catalog::augmentation::tests::body_snapshot_row_indices_reads_rows_and_ignores_headings ... ok
test librarian::catalog::artifact::tests::mint_missing_slugs_falls_back_to_the_file_stem_for_untitled_rows ... ok
test librarian::catalog::artifact::tests::mint_missing_slugs_leaves_an_already_minted_slug_alone ... ok
test librarian::catalog::artifact::tests::mint_missing_slugs_is_idempotent_and_never_re_mints ... ok
test librarian::catalog::augmentation::tests::defined_indices_delegate_to_link_scans_own_definition_rule ... ok
test librarian::catalog::augmentation::tests::definition_gap_blames_the_entry_when_siblings_are_defined ... ok
test librarian::catalog::augmentation::tests::definition_gap_blames_the_ledger_when_nothing_is_defined ... ok
test librarian::catalog::augmentation::tests::definition_gap_is_defined_when_the_heading_exists ... ok
test librarian::catalog::artifact::tests::ensure_slug_caps_the_base_and_dedups_the_collisions_capping_creates ... ok
test librarian::catalog::artifact::tests::ensure_slug_mints_dedups_and_is_idempotent ... ok
test librarian::catalog::artifact::tests::mint_missing_slugs_dry_run_writes_nothing_but_reports_what_apply_would_do ... ok
test librarian::catalog::artifact::tests::ensure_slug_never_mints_a_slug_shaped_like_an_artifact_id ... ok
test librarian::catalog::artifact::tests::mint_missing_slugs_assigns_by_abs_path_order_not_insertion_order ... ok
test librarian::catalog::artifact::tests::delete_orphan_repos_drops_inactive ... ok
test cli::constitution_check::tests::run_never_panics_in_global_mode ... ok
test librarian::catalog::audit::tests::dropping_the_triggers_stops_capture ... ok
test librarian::catalog::audit::host::tests::a_catalog_that_cannot_be_judged_is_left_exactly_as_found ... ok
test librarian::catalog::audit::tests::dropping_the_stamp_trigger_degrades_to_unknown_not_to_an_error ... ok
test librarian::catalog::audit::tests::codescout_connection_rows_are_stamped_with_the_session_actor ... ok
test librarian::catalog::audit::tests::health_counts_rows_and_unknown_actors ... ok
test librarian::catalog::audit::tests::prune_deletes_old_rows_and_leaves_a_self_describing_marker ... ok
test librarian::catalog::audit::tests::an_update_that_changes_nothing_writes_no_audit_row ... ok
test librarian::catalog::audit::tests::audit_rows_survive_artifact_deletion_no_fk ... ok
test librarian::catalog::audit::tests::a_small_update_value_is_recorded_verbatim ... ok
test librarian::catalog::audit::tests::an_update_that_changes_one_column_still_writes_a_row ... ok
